contact_id,daysmart_id,first_name,last_name,email,phone,last_appointment_date,primary_service,total_appointments,lifetime_spend,loyalty_points,sms_opt_in,email_opt_in,notes,zerobounce_status,data_status,import_date
DS-202539,DS-202539,Sarah,Young,rojasjames@example.net,(424) 916-2631,2024-05-20,Pedicure,11,2991.93,718,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202540,DS-202540,Charles,Hodge,david19@example.com,(381) 903-4731,2024-04-13,Haircut,80,3948.06,1317,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-202541,DS-202541,Holly,Young,alexis33@example.org,(710) 453-5135,2023-08-03,Pedicure,65,1226.0,594,No,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202542,DS-202542,Whitney,Jones,mmccarty@example.net,(163) 354-7154,2022-09-28,Pedicure,32,4770.08,1871,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202543,DS-202543,Theresa,Jackson,daniel68@example.net,(220) 682-9945,2019-05-11,Haircut,34,163.94,1168,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202545,DS-202545,Brett,Robinson,orodriguez@example.com,(746) 161-6054,2020-02-21,Highlights,28,3942.03,566,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202546,DS-202546,Rebecca,Guerra,iharrison@example.com,(470) 695-3121,2022-06-09,Consultation,12,3221.32,1326,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-202547,DS-202547,Aaron,Mcdaniel,mtaylor@example.com,(720) 418-6293,2024-03-05,Consultation,50,4429.48,1450,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-202548,DS-202548,Jeremy,Frost,sedwards@example.net,(647) 401-9255,2023-07-14,Keratin Treatment,76,103.54,1314,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-202553,DS-202553,Scott,Sanford,candice55@example.org,(945) 069-8958,2021-12-11,Haircut,22,3919.79,984,Yes,No,Prefers afternoons,unknown,LIVE,2026-04-14
DS-202554,DS-202554,Richard,Brown,hpadilla@example.com,(541) 793-9431,2023-07-23,Blowout,62,495.65,184,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202555,DS-202555,Benjamin,King,rileysteven@example.com,(242) 857-4040,2021-02-08,Pedicure,66,994.06,1844,No,No,,valid,LIVE,2026-04-14
DS-202561,DS-202561,Matthew,Clarke,linda03@example.com,(934) 177-3343,2025-10-27,Massage,7,883.48,1054,No,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202563,DS-202563,Kelly,Leonard,stephensstacy@example.org,(238) 836-9702,2021-03-12,Pedicure,29,965.25,1655,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202564,DS-202564,Emily,Patton,qcollins@example.org,(193) 547-2863,2024-12-22,Color Treatment,7,1815.6,1124,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-202565,DS-202565,Alan,Moore,tammy20@example.org,(175) 914-5090,2023-11-06,Manicure,42,616.0,1143,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202566,DS-202566,Pamela,Taylor,ngilbert@example.com,(391) 067-3338,2025-11-19,Pedicure,20,2096.54,1401,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202567,DS-202567,Tiffany,Phillips,trevinoheather@example.net,(668) 992-3858,2020-03-04,Consultation,79,106.0,1833,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202570,DS-202570,Aaron,Hill,halltommy@example.net,(102) 972-9575,2019-12-20,Pedicure,73,712.98,1637,No,No,Allergic to latex,catch-all,LIVE,2026-04-14
DS-202572,DS-202572,Christopher,Mitchell,coreyclark@example.com,(595) 829-5656,2024-07-13,Massage,72,4697.59,296,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202573,DS-202573,Erika,George,nancy14@example.com,(537) 637-8256,2019-07-03,Highlights,3,4569.37,1940,No,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202574,DS-202574,Eric,Jimenez,qsilva@example.com,(770) 518-6506,2025-03-12,Facial,34,2104.17,734,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-202575,DS-202575,Sharon,Jones,brenda05@example.net,(256) 870-4264,2023-06-23,Haircut,75,1300.73,170,No,No,Long-time client,valid,LIVE,2026-04-14
DS-202577,DS-202577,Margaret,Johnson,henrythompson@example.org,(380) 294-4627,2024-07-08,Consultation,45,3492.34,1866,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202578,DS-202578,Elaine,Marshall,umccoy@example.net,(129) 545-8938,2019-08-03,Facial,18,4425.91,200,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202581,DS-202581,Lisa,Price,montgomeryshaun@example.net,(400) 597-5834,2020-05-14,Keratin Treatment,7,1182.13,902,Yes,Yes,,valid,LIVE,2026-04-14
DS-202582,DS-202582,Carol,Smith,frank84@example.org,(828) 654-9078,2020-01-16,Blowout,28,4103.97,678,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202588,DS-202588,Sherry,Mayer,jamesadams@example.org,(417) 071-2787,2026-02-18,Blowout,42,3424.72,1452,No,Yes,,valid,LIVE,2026-04-14
DS-202591,DS-202591,Casey,Hubbard,hwilliams@example.net,(313) 774-3403,2022-01-03,Pedicure,10,3897.68,892,No,Yes,,valid,LIVE,2026-04-14
DS-202592,DS-202592,Christopher,Mann,jimenezjeffrey@example.com,(813) 682-2015,2024-12-08,Haircut,7,1767.79,1032,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202593,DS-202593,Mr.,Jacob Roberts,christophercruz@example.com,(006) 208-2124,2021-02-24,Pedicure,74,3267.99,317,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202594,DS-202594,Nathan,Fields,paulclayton@example.org,(135) 011-3449,2022-02-24,Manicure,77,2408.39,840,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-202597,DS-202597,Eric,Benson,todd81@example.com,(525) 288-8646,2022-01-21,Haircut,45,2937.14,1827,No,Yes,,valid,LIVE,2026-04-14
DS-202602,DS-202602,Tracy,Raymond,staceyrose@example.com,(510) 885-8998,2020-10-12,Consultation,34,4713.12,759,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-202603,DS-202603,Rebecca,Guzman,howard17@example.net,(834) 206-4339,2022-03-27,Blowout,72,4159.32,1700,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202605,DS-202605,Sarah,Glenn,beckertammy@example.com,(316) 332-4308,2022-02-09,Manicure,78,1708.49,1376,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-202606,DS-202606,David,Shaw,livingstondavid@example.org,(125) 798-9691,2020-12-29,Highlights,44,1375.12,911,No,No,Long-time client,valid,LIVE,2026-04-14
DS-202610,DS-202610,Devin,Yates,mcgeeamy@example.com,(816) 302-1291,2023-01-14,Color Treatment,7,566.75,1945,No,No,Long-time client,valid,LIVE,2026-04-14
DS-202611,DS-202611,Valerie,Rivera,daviscaitlin@example.net,(031) 026-2370,2021-07-25,Massage,10,3477.29,990,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202613,DS-202613,Sarah,Clark,jeremiah42@example.org,(724) 667-6226,2022-09-08,Blowout,28,775.21,1762,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-202614,DS-202614,Jeremiah,Smith,wanda52@example.org,(420) 596-4254,2019-03-14,Blowout,77,4167.66,741,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-202616,DS-202616,Lindsey,Lopez,davisjudy@example.net,(542) 401-5043,2024-03-19,Consultation,76,3175.32,196,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-202618,DS-202618,Paige,Webb,michaelcarter@example.org,(904) 368-2756,2023-07-07,Blowout,4,3050.25,795,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202619,DS-202619,Erin,Roman,pmills@example.com,(725) 308-1580,2025-11-27,Color Treatment,57,4701.78,942,No,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202620,DS-202620,Tammy,Larson,lindagutierrez@example.org,(999) 275-2371,2025-09-12,Highlights,41,3405.92,814,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202630,DS-202630,Brenda,Nguyen,dana05@example.net,(759) 502-4242,2026-03-14,Pedicure,80,1983.69,1552,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-202631,DS-202631,Matthew,Soto,wesley71@example.net,(320) 206-1392,2022-01-22,Pedicure,28,1886.43,1677,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-202634,DS-202634,Katherine,Riggs,lydia95@example.com,(584) 465-7713,2022-02-18,Manicure,49,845.75,1937,Yes,No,First-time visitor,unknown,LIVE,2026-04-14
DS-202635,DS-202635,David,Owens,cynthiathompson@example.com,(322) 766-5484,2021-03-23,Manicure,8,574.23,907,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202636,DS-202636,Donna,Patterson,matthew40@example.org,(002) 143-6659,2019-01-07,Manicure,60,250.13,1173,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-202639,DS-202639,Annette,Collins,wilsonchristian@example.net,(816) 231-5394,2022-05-12,Consultation,74,242.69,1814,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-202641,DS-202641,Amy,Newman,kenneth00@example.org,(773) 206-5694,2021-08-02,Consultation,33,4826.98,1473,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202642,DS-202642,Sandra,Fox,kboyer@example.com,(763) 114-3107,2022-10-09,Keratin Treatment,58,634.45,141,No,Yes,Allergic to latex,unknown,LIVE,2026-04-14
DS-202643,DS-202643,Shannon,Riddle,daniel26@example.net,(429) 306-4614,2025-02-09,Consultation,60,2322.61,358,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202644,DS-202644,Katie,Reese,hannahbarber@example.com,(405) 847-4389,2021-10-16,Facial,44,2019.61,7,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202645,DS-202645,Leah,Owen,denisecook@example.net,(798) 982-2455,2019-04-13,Pedicure,36,72.11,1771,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202646,DS-202646,Bryan,Smith,daisy96@example.org,(177) 854-5390,2024-08-24,Keratin Treatment,11,2053.1,918,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202647,DS-202647,Timothy,Bray,ywheeler@example.org,(395) 300-2553,2022-10-16,Keratin Treatment,28,628.15,1794,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202648,DS-202648,Jennifer,Harris,nbarnett@example.org,(252) 458-7013,2019-12-29,Highlights,32,452.17,676,No,No,,valid,LIVE,2026-04-14
DS-202649,DS-202649,Daniel,Grant,sthomas@example.net,(215) 156-9443,2021-06-22,Keratin Treatment,59,2474.05,1009,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-202650,DS-202650,Barry,Morris,michaelhorton@example.net,(910) 548-2562,2019-05-14,Highlights,58,4468.39,621,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202653,DS-202653,Denise,Miller,lorraine33@example.org,(115) 685-4026,2021-07-08,Keratin Treatment,59,4216.94,1308,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202654,DS-202654,Michael,Glover,karenortiz@example.org,(351) 852-2916,2020-12-26,Consultation,58,4563.8,1023,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202656,DS-202656,Stephanie,Hayes,sharrison@example.org,(465) 183-1633,2022-10-28,Blowout,7,2979.87,1738,No,No,Long-time client,do_not_mail,LIVE,2026-04-14
DS-202657,DS-202657,Stacy,Mccarthy,bernardbryant@example.com,(786) 607-0250,2020-04-25,Haircut,62,1973.18,1804,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-202660,DS-202660,Brittney,Winters,ogarcia@example.org,(881) 939-2719,2022-11-29,Consultation,49,4612.4,1953,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202661,DS-202661,Savannah,Mckay,ihutchinson@example.org,(650) 181-7576,2023-08-06,Haircut,80,4418.1,1823,No,No,,valid,LIVE,2026-04-14
DS-202662,DS-202662,Michelle,Sutton,kara26@example.org,(491) 528-9328,2019-06-17,Keratin Treatment,73,738.69,456,No,No,,valid,LIVE,2026-04-14
DS-202663,DS-202663,Gabrielle,Brady,mvaughan@example.org,(319) 749-3135,2023-12-24,Color Treatment,8,3801.26,732,Yes,Yes,,valid,LIVE,2026-04-14
DS-202664,DS-202664,Jessica,White,matthew37@example.com,(511) 825-6651,2020-12-07,Haircut,53,4834.84,1337,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202673,DS-202673,Brett,Russo,ellissuzanne@example.com,(619) 069-2395,2023-08-26,Highlights,61,3888.15,326,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202674,DS-202674,Rachael,Buck,kathleenlambert@example.com,(686) 899-8420,2020-10-07,Consultation,23,2379.97,1365,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-202675,DS-202675,Amy,Perez,humphreyruth@example.com,(114) 207-6513,2019-02-04,Facial,70,2542.66,964,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202676,DS-202676,Karen,Brown,eroy@example.org,(849) 297-0453,2019-06-19,Blowout,40,3430.18,307,Yes,Yes,First-time visitor,unknown,LIVE,2026-04-14
DS-202677,DS-202677,Michael,Bradley,jhenry@example.org,(354) 561-4315,2019-01-15,Blowout,47,1845.54,556,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-202678,DS-202678,Melinda,Torres,john12@example.org,(085) 904-0024,2025-12-12,Color Treatment,8,2040.84,269,No,No,First-time visitor,catch-all,LIVE,2026-04-14
DS-202680,DS-202680,Olivia,Bowers,qjacobs@example.net,(429) 210-1727,2024-05-25,Manicure,70,1024.28,1173,No,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202683,DS-202683,Stephen,Ford,camerongarza@example.org,(917) 670-7002,2019-01-29,Haircut,14,2491.83,1734,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202684,DS-202684,Nancy,Torres,scottmooney@example.com,(300) 398-7806,2022-12-06,Facial,6,4244.96,316,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202685,DS-202685,Elizabeth,Carlson,udaniels@example.com,(987) 493-2039,2020-09-03,Haircut,35,3774.68,1199,No,Yes,,valid,LIVE,2026-04-14
DS-202687,DS-202687,Albert,Wagner,davidthompson@example.com,(504) 122-6643,2019-03-21,Pedicure,59,3486.04,226,No,Yes,Referred by friend,catch-all,LIVE,2026-04-14
DS-202688,DS-202688,Sara,Edwards,shall@example.net,(266) 224-7760,2024-03-30,Facial,50,1742.22,163,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202689,DS-202689,Amy,Nixon,williamsjonathan@example.net,(864) 179-3996,2025-06-13,Blowout,31,3547.23,944,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202690,DS-202690,Rachel,Walker,johngonzalez@example.org,(876) 883-8689,2026-02-15,Pedicure,39,2604.08,337,No,No,Long-time client,valid,LIVE,2026-04-14
DS-202691,DS-202691,Christine,Harrell,grasmussen@example.com,(522) 350-7993,2023-07-22,Massage,67,4177.89,1256,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202693,DS-202693,Matthew,Hamilton,villanuevashannon@example.com,(778) 673-9718,2019-07-24,Keratin Treatment,9,3501.03,989,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-202694,DS-202694,Terry,Mason,jeffward@example.net,(740) 624-2610,2020-11-18,Facial,17,1323.26,314,Yes,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202696,DS-202696,Dennis,Powell,carolbailey@example.org,(685) 007-2843,2020-04-10,Facial,51,4558.98,529,No,No,Long-time client,valid,LIVE,2026-04-14
DS-202697,DS-202697,Rebecca,Johnson,rhamilton@example.net,(924) 505-1490,2019-02-22,Highlights,35,4593.66,1632,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202698,DS-202698,Lawrence,Brooks,marybean@example.com,(364) 996-1077,2022-01-22,Manicure,21,2884.54,1305,Yes,No,,valid,LIVE,2026-04-14
DS-202699,DS-202699,Chase,Thomas,yparker@example.net,(153) 300-2702,2023-08-29,Blowout,11,1261.0,1218,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202700,DS-202700,Sarah,Ballard,sgallagher@example.com,(938) 051-4538,2020-10-31,Massage,52,72.78,1473,Yes,Yes,,valid,LIVE,2026-04-14
DS-202701,DS-202701,Kelli,Salas,kathleenblackwell@example.com,(500) 069-9155,2025-06-11,Haircut,56,4215.29,832,Yes,No,Referred by friend,catch-all,LIVE,2026-04-14
DS-202702,DS-202702,Kevin,Stanley,michellescott@example.com,(652) 322-1489,2024-08-23,Pedicure,41,3300.12,107,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202703,DS-202703,Laura,Brooks,kentrichard@example.net,(330) 381-5695,2023-06-29,Haircut,56,4752.82,1661,No,Yes,,valid,LIVE,2026-04-14
DS-202704,DS-202704,Megan,Graham,jeanette06@example.org,(611) 287-4081,2021-08-04,Keratin Treatment,3,1610.93,434,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202705,DS-202705,Laura,Burke,chadedwards@example.net,(789) 999-6289,2025-04-04,Blowout,26,4139.63,1691,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202706,DS-202706,Dustin,Ward,shawbrandon@example.com,(083) 191-2604,2024-05-25,Pedicure,32,271.36,471,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202709,DS-202709,Brent,Larsen,sallywilliams@example.com,(566) 050-5908,2020-06-24,Haircut,63,1840.87,730,No,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202711,DS-202711,Sergio,Miller,bmorton@example.net,(102) 764-7142,2019-11-19,Pedicure,48,675.35,476,Yes,No,,valid,LIVE,2026-04-14
DS-202712,DS-202712,Robert,Carpenter,samuelbutler@example.net,(237) 738-1330,2020-01-09,Haircut,45,3651.55,635,No,Yes,,valid,LIVE,2026-04-14
DS-202715,DS-202715,Dr.,Valerie Gibson,castrobrandon@example.com,(794) 914-8815,2019-11-01,Consultation,31,674.49,1789,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-202718,DS-202718,Rebecca,Hall,davenporthenry@example.com,(648) 491-8614,2025-08-25,Haircut,11,3831.15,855,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202719,DS-202719,Michael,Medina,hopkinskaren@example.org,(151) 313-5611,2020-09-01,Highlights,68,2795.2,1101,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202721,DS-202721,Hannah,Payne,doris13@example.net,(574) 087-4740,2022-12-17,Pedicure,5,1683.68,819,Yes,No,Long-time client,catch-all,LIVE,2026-04-14
DS-202722,DS-202722,Jennifer,Reese,richard77@example.net,(906) 183-4425,2019-05-21,Facial,63,4124.13,1482,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-202723,DS-202723,Erik,Richards,keithwood@example.org,(863) 484-0161,2021-03-02,Pedicure,54,108.36,1056,Yes,Yes,,catch-all,LIVE,2026-04-14
DS-202724,DS-202724,Darlene,Kent,kevin33@example.com,(520) 156-9146,2023-06-28,Color Treatment,33,4885.17,1244,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-202726,DS-202726,Martin,Sandoval,rebecca14@example.net,(514) 955-8387,2025-04-17,Blowout,13,2136.43,725,No,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202730,DS-202730,Ronald,Thomas,vzamora@example.net,(047) 353-5226,2025-04-01,Keratin Treatment,21,556.5,579,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202733,DS-202733,Eric,Williams,helenglass@example.org,(600) 628-9223,2021-08-28,Facial,40,505.04,439,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202736,DS-202736,Philip,Graves,nkelly@example.net,(421) 448-3545,2023-05-07,Keratin Treatment,64,1808.95,1068,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202741,DS-202741,Jenna,Stephens,gsnyder@example.org,(115) 913-2684,2025-07-18,Consultation,11,719.86,800,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-202742,DS-202742,George,Mcguire,cbishop@example.org,(369) 310-5719,2019-03-02,Manicure,72,1270.29,1114,No,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202743,DS-202743,Edward,Morgan,jrasmussen@example.net,(762) 602-3564,2024-03-05,Color Treatment,39,226.93,1931,Yes,Yes,,valid,LIVE,2026-04-14
DS-202744,DS-202744,Olivia,Ferguson,greenenathan@example.com,(867) 969-9993,2020-09-16,Consultation,76,4602.03,1613,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202745,DS-202745,Mrs.,Stephanie Carroll DDS,hnelson@example.org,(319) 002-4155,2019-01-27,Haircut,34,4654.78,1613,Yes,Yes,Prefers afternoons,catch-all,LIVE,2026-04-14
DS-202747,DS-202747,Joshua,Reese,chadcruz@example.org,(065) 149-4739,2021-05-15,Haircut,29,410.89,190,Yes,Yes,,valid,LIVE,2026-04-14
DS-202748,DS-202748,Curtis,Smith,scott10@example.org,(027) 596-0889,2025-04-22,Haircut,44,3493.09,474,Yes,No,First-time visitor,unknown,LIVE,2026-04-14
DS-202749,DS-202749,Virginia,Dillon,james23@example.org,(494) 521-2586,2025-08-02,Manicure,58,2521.59,848,Yes,No,Prefers afternoons,do_not_mail,LIVE,2026-04-14
DS-202751,DS-202751,David,Adams,jennifer96@example.org,(641) 226-4725,2022-12-19,Manicure,41,643.21,1565,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-202753,DS-202753,Alicia,Garcia,martinkristopher@example.com,(614) 280-9702,2025-07-06,Haircut,78,1249.72,218,Yes,No,First-time visitor,catch-all,LIVE,2026-04-14
DS-202755,DS-202755,Mr.,Joseph Williams PhD,taylormendoza@example.com,(872) 537-1720,2024-01-21,Color Treatment,72,1751.46,1895,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202757,DS-202757,Rachel,Turner,robertreynolds@example.org,(543) 099-0349,2023-06-11,Manicure,3,1418.88,595,No,No,,unknown,LIVE,2026-04-14
DS-202760,DS-202760,Lawrence,Smith,bphillips@example.com,(123) 154-0244,2021-06-27,Keratin Treatment,40,4048.54,1670,Yes,No,,valid,LIVE,2026-04-14
DS-202761,DS-202761,Stacy,Smith,fgonzalez@example.net,(034) 914-1052,2019-10-30,Keratin Treatment,55,4963.65,569,Yes,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202762,DS-202762,Jennifer,Evans,ucantu@example.org,(264) 543-6768,2022-04-18,Pedicure,43,2249.74,465,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202766,DS-202766,Jared,Parker,mullinsariel@example.com,(615) 929-3257,2025-05-15,Facial,35,2486.64,1480,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202768,DS-202768,Lori,Moyer,jacqueline12@example.net,(207) 223-0335,2019-11-17,Manicure,74,3959.33,1832,No,No,Long-time client,valid,LIVE,2026-04-14
DS-202770,DS-202770,James,Walters,ian96@example.com,(514) 448-6574,2020-05-12,Pedicure,4,3493.48,1203,Yes,No,Referred by friend,valid,LIVE,2026-04-14
DS-202772,DS-202772,Colleen,Wilson,rachel98@example.org,(179) 633-0507,2021-08-03,Manicure,17,3484.14,202,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-202773,DS-202773,Douglas,Allen,scottpetersen@example.net,(298) 028-4416,2020-09-10,Facial,78,1659.75,1272,Yes,No,Prefers afternoons,valid,LIVE,2026-04-14
DS-202774,DS-202774,Jennifer,White,stonealicia@example.com,(163) 238-1370,2019-11-25,Haircut,11,2132.18,850,Yes,No,Allergic to latex,catch-all,LIVE,2026-04-14
DS-202775,DS-202775,Angela,Sanchez,lho@example.com,(594) 152-5838,2021-10-30,Facial,12,26.01,1377,Yes,Yes,,valid,LIVE,2026-04-14
DS-202777,DS-202777,Shannon,Atkins,combsandrea@example.net,(110) 146-0235,2021-12-10,Blowout,32,4283.27,1922,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-202778,DS-202778,Katrina,Dixon,davisjoseph@example.org,(812) 356-3167,2025-10-17,Color Treatment,68,698.34,286,Yes,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202781,DS-202781,David,Hill,kyle97@example.net,(942) 596-3490,2019-03-03,Massage,74,3570.82,1503,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202782,DS-202782,Nathan,Lynch,joshuasmith@example.com,(195) 113-0307,2024-12-25,Consultation,59,890.53,1818,Yes,No,,valid,LIVE,2026-04-14
DS-202783,DS-202783,Michael,Rodriguez,rhawkins@example.com,(482) 098-7284,2026-01-02,Facial,41,4536.85,848,No,No,Referred by friend,valid,LIVE,2026-04-14
DS-202786,DS-202786,Kelsey,Bennett PhD,corygardner@example.com,(893) 584-0470,2019-12-15,Pedicure,77,3859.2,1863,No,Yes,Long-time client,unknown,LIVE,2026-04-14
DS-202787,DS-202787,Steven,Moore,wstewart@example.com,(416) 566-6715,2025-11-02,Pedicure,74,3446.72,32,No,No,Allergic to latex,valid,LIVE,2026-04-14
DS-202789,DS-202789,Nathan,Morgan,steven15@example.org,(335) 984-8086,2019-01-28,Pedicure,45,2352.67,465,No,Yes,,valid,LIVE,2026-04-14
DS-202791,DS-202791,Samantha,Smith,ramirezbrandon@example.com,(658) 490-1405,2021-06-06,Haircut,28,2139.97,1968,No,No,First-time visitor,valid,LIVE,2026-04-14
DS-202792,DS-202792,Joshua,Johnson,bishopcheryl@example.org,(799) 046-3691,2023-11-01,Facial,47,1472.48,1741,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202793,DS-202793,Cheryl,Boyd,alyssa83@example.com,(269) 616-3677,2019-03-01,Consultation,32,3720.71,1040,Yes,Yes,First-time visitor,valid,LIVE,2026-04-14
DS-202794,DS-202794,Kyle,Baldwin,sarah26@example.net,(154) 897-8814,2026-02-24,Massage,22,215.79,966,Yes,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202795,DS-202795,Jeremy,Carson,wardlaura@example.com,(550) 562-4481,2021-07-29,Manicure,70,763.74,5,No,Yes,Prefers afternoons,valid,LIVE,2026-04-14
DS-202799,DS-202799,Diane,Leach,marybray@example.org,(954) 968-6177,2023-10-25,Haircut,2,2103.34,925,Yes,Yes,Allergic to latex,catch-all,LIVE,2026-04-14
DS-202800,DS-202800,Kylie,Smith,nealjennifer@example.net,(846) 761-7099,2020-09-20,Haircut,25,3420.36,1796,No,Yes,Long-time client,valid,LIVE,2026-04-14
DS-202801,DS-202801,Heather,Daniel,lucassteele@example.org,(109) 028-0579,2021-04-18,Keratin Treatment,19,170.08,1241,Yes,No,First-time visitor,valid,LIVE,2026-04-14
DS-202802,DS-202802,Pamela,Evans,coopermelissa@example.com,(305) 727-5622,2020-05-22,Consultation,79,4184.02,965,No,Yes,Allergic to latex,valid,LIVE,2026-04-14
DS-202803,DS-202803,Samantha,Hoffman,floresstephen@example.org,(376) 072-0324,2019-01-06,Manicure,33,4715.48,797,Yes,No,Long-time client,valid,LIVE,2026-04-14
DS-202804,DS-202804,Matthew,Vance,arangel@example.com,(794) 668-5324,2024-03-16,Highlights,37,3948.12,678,Yes,Yes,Referred by friend,valid,LIVE,2026-04-14
DS-202806,DS-202806,Jerry,Allen,imedina@example.net,(985) 165-2287,2023-01-09,Haircut,79,3084.06,1444,No,Yes,First-time visitor,valid,LIVE,2026-04-14
