Customer_ID,Full_Name,Email,Phone,contact_last_appt,Primary_Service,Total_Appointments,Total_Spent_USD,Loyalty_Points,SMS_Opt_In,Email_Opt_In,Source_System,max_appt_date_from_history,history_appt_count,no_show_count,total_revenue_from_history,resolved_last_date,data_status,last_appt_year
DS-200725,Michael Castaneda,jonathan45@example.net,(683) 711-2340,2026-04-02,Color Treatment,46,1669.22,1257,Yes,No,DaySmart,2025-08-30,12,4,1862.69,2025-08-30,LIVE,2025
DS-200726,Mitchell Maynard,bakerangela@example.net,(408) 516-5317,2025-09-06,Blowout,21,3249.89,1476,No,Yes,DaySmart,2025-10-25,8,1,1192.39,2025-10-25,LIVE,2025
DS-200727,Jessica Reilly,margaretlynch@example.com,(052) 939-8221,2025-04-12,Keratin Treatment,37,86.9,1553,No,Yes,DaySmart,2024-01-06,11,1,1774.74,2024-01-06,LIVE,2024
DS-200728,Vanessa Martin,blevinslauren@example.com,(312) 344-2290,2025-01-10,Pedicure,43,335.99,762,Yes,Yes,DaySmart,2025-06-28,6,0,612.53,2025-06-28,LIVE,2025
DS-200729,Emily Best,brianfitzgerald@example.com,(624) 230-7172,2025-10-03,Consultation,79,349.8,1691,No,No,DaySmart,2024-07-23,11,1,1720.91,2024-07-23,LIVE,2024
DS-200730,John Deleon,greenjoseph@example.com,(037) 967-7498,2026-01-08,Massage,5,1093.69,827,Yes,Yes,DaySmart,2025-08-27,11,0,1487.16,2025-08-27,LIVE,2025
DS-200731,Lisa Miller,daltongeorge@example.org,(149) 572-6482,2024-05-31,Massage,2,1340.55,769,Yes,No,DaySmart,2021-10-07,1,0,173.13,2021-10-07,LIVE,2021
DS-200732,Jordan Grant,johnsonkimberly@example.org,(635) 614-0595,2025-03-23,Massage,64,852.61,1022,Yes,Yes,DaySmart,2021-08-14,4,0,729.33,2021-08-14,LIVE,2021
DS-200733,Mark Burnett,randy26@example.com,(853) 866-7879,2026-01-07,Pedicure,21,3909.56,936,No,Yes,DaySmart,2024-07-01,10,2,1308.15,2024-07-01,LIVE,2024
DS-200734,Francisco Woods,george43@example.net,(339) 428-2777,2025-06-18,Consultation,11,2201.01,14,No,Yes,DaySmart,2025-11-17,5,1,1056.69,2025-11-17,LIVE,2025
DS-200735,Veronica Reed,danaestrada@example.org,(900) 626-7731,2026-02-14,Keratin Treatment,25,4266.0,350,Yes,Yes,DaySmart,2017-09-16,1,0,30.19,2017-09-16,ARCHIVE,2017
DS-200736,Elizabeth Farmer,daniellehayes@example.com,(492) 210-8833,2025-04-10,Haircut,16,2653.46,98,No,No,DaySmart,2025-10-31,10,4,1720.56,2025-10-31,LIVE,2025
DS-200737,Emily Marsh,xsandoval@example.org,(792) 651-2363,2026-01-17,Facial,17,2182.92,309,No,Yes,DaySmart,2025-08-21,7,1,656.12,2025-08-21,LIVE,2025
DS-200738,Cheyenne Bates,craigmorales@example.net,(052) 447-2864,2025-02-01,Blowout,32,117.56,518,Yes,Yes,DaySmart,2025-12-08,9,1,1526.87,2025-12-08,LIVE,2025
DS-200739,Steven Hancock,danielgardner@example.org,(863) 797-5553,2025-11-26,Manicure,51,2354.56,1477,No,No,DaySmart,2023-09-05,8,3,1366.25,2023-09-05,LIVE,2023
DS-200740,Shelby Adams,williamsallison@example.com,(371) 718-4237,2025-09-15,Pedicure,55,2086.47,174,No,No,DaySmart,2025-07-22,2,1,315.99,2025-07-22,LIVE,2025
DS-200741,Andrea Butler,daniel79@example.net,(793) 071-7289,2024-11-01,Highlights,44,4019.24,628,Yes,Yes,DaySmart,2023-11-18,5,1,911.09,2023-11-18,LIVE,2023
DS-200742,Cynthia Adams,kevin87@example.net,(689) 176-6709,2025-04-06,Consultation,48,521.51,163,No,No,DaySmart,2025-12-13,12,1,2085.85,2025-12-13,LIVE,2025
DS-200743,Christy Yang,kwebster@example.com,(911) 777-3155,2025-09-17,Massage,45,297.13,960,No,No,DaySmart,2026-02-08,4,0,629.65,2026-02-08,LIVE,2026
DS-200744,Michelle Abbott,warnerbrad@example.com,(693) 883-7093,2025-04-19,Keratin Treatment,10,3582.33,829,No,No,DaySmart,2024-06-25,9,4,1207.49,2024-06-25,LIVE,2024
DS-200745,Anne Wood,barnesbrent@example.net,(200) 512-6532,2025-06-07,Facial,60,1121.12,979,Yes,No,DaySmart,2019-01-11,2,0,367.17,2019-01-11,LIVE,2019
DS-200746,Joseph Hernandez,suzannehaas@example.com,(413) 814-5635,2024-08-09,Consultation,78,1314.98,714,Yes,No,DaySmart,2023-08-18,12,2,1733.43,2023-08-18,LIVE,2023
DS-200747,Melvin Perez,shale@example.net,(651) 628-6876,2026-01-20,Massage,70,163.97,1954,No,No,DaySmart,2024-07-19,2,0,232.69,2024-07-19,LIVE,2024
DS-200748,Allison Gilbert,marybell@example.com,(385) 117-3671,2025-05-30,Color Treatment,43,1664.99,262,Yes,No,DaySmart,2021-07-19,1,0,233.62,2021-07-19,LIVE,2021
DS-200749,Gabriel Hayes,rramirez@example.org,(969) 991-3522,2024-09-02,Consultation,36,2711.17,343,Yes,No,DaySmart,2025-12-29,10,2,1967.42,2025-12-29,LIVE,2025
DS-200750,Sheri Martin,alyssa59@example.net,(188) 694-6294,2026-03-22,Pedicure,1,4100.22,180,No,Yes,DaySmart,2025-08-06,8,1,1146.32,2025-08-06,LIVE,2025
DS-200751,Pamela Anderson,natashaclark@example.com,(380) 731-9294,2024-10-25,Keratin Treatment,44,845.14,904,No,Yes,DaySmart,2025-10-04,11,1,1941.86,2025-10-04,LIVE,2025
DS-200752,Mr. Jared Hale,kcarter@example.com,(168) 312-1074,2026-03-25,Manicure,20,183.72,1864,Yes,Yes,DaySmart,2025-10-04,2,0,296.79,2025-10-04,LIVE,2025
DS-200753,Melissa Marsh,shannonsmith@example.com,(445) 898-1035,2025-11-07,Color Treatment,5,1747.29,1585,Yes,Yes,DaySmart,2024-09-03,3,1,316.59,2024-09-03,LIVE,2024
DS-200754,Christina Peterson,xfrye@example.org,(366) 091-5548,2025-05-12,Keratin Treatment,52,285.65,491,No,No,DaySmart,2025-09-23,11,2,1664.24,2025-09-23,LIVE,2025
DS-200755,Matthew Curry,olsonalan@example.com,(511) 760-9174,2026-03-06,Pedicure,41,4991.41,1264,Yes,No,DaySmart,2024-12-10,1,1,55.46,2024-12-10,LIVE,2024
DS-200756,Mrs. Stephanie Meza,ramosmartin@example.net,(309) 269-6073,2025-04-27,Haircut,7,4777.68,726,No,Yes,DaySmart,2026-02-19,3,0,593.61,2026-02-19,LIVE,2026
DS-200757,Allen Harris,torresjake@example.net,(702) 718-6072,2025-07-03,Highlights,59,3421.47,1517,Yes,Yes,DaySmart,2025-08-31,7,1,1030.79,2025-08-31,LIVE,2025
DS-200758,Matthew May,fhill@example.net,(391) 796-3462,2025-10-10,Massage,70,4341.53,1344,Yes,No,DaySmart,2025-06-04,11,2,1452.71,2025-06-04,LIVE,2025
DS-200759,Colleen Adams,markmiller@example.com,(706) 248-7693,2024-04-29,Haircut,2,2057.54,839,No,Yes,DaySmart,2025-08-02,6,0,679.84,2025-08-02,LIVE,2025
DS-200760,Sandra Carter,richard63@example.net,(171) 971-2547,2024-11-22,Highlights,75,1155.58,1718,Yes,No,DaySmart,2025-03-11,1,0,143.82,2025-03-11,LIVE,2025
DS-200761,Alicia Oliver,owilson@example.org,(086) 046-2598,2026-03-24,Manicure,10,3568.43,811,Yes,Yes,DaySmart,2023-10-16,2,0,224.31,2023-10-16,LIVE,2023
DS-200762,Mr. Harold Walker,amygallagher@example.com,(596) 284-5551,2025-05-15,Massage,79,1133.68,133,No,Yes,DaySmart,2024-04-24,12,1,1684.13,2024-04-24,LIVE,2024
DS-200763,Mrs. Sally Yang,adamssean@example.com,(324) 887-7395,2024-12-17,Consultation,28,828.82,521,Yes,No,DaySmart,2025-06-21,3,1,588.34,2025-06-21,LIVE,2025
DS-200764,Alicia Murphy,juliestanley@example.net,(613) 405-8295,2025-04-21,Blowout,31,1602.64,1962,No,No,DaySmart,2025-08-06,5,2,554.49,2025-08-06,LIVE,2025
DS-200765,Colleen White,mramsey@example.org,(355) 710-8175,2025-04-12,Color Treatment,24,2614.75,1849,Yes,Yes,DaySmart,2025-05-09,3,2,558.43,2025-05-09,LIVE,2025
DS-200766,Adam Jackson,dana13@example.com,(816) 576-0141,2024-06-11,Color Treatment,55,3409.67,1802,Yes,Yes,DaySmart,2016-12-22,1,0,206.02,2016-12-22,ARCHIVE,2016
DS-200767,Stephen Gay,stephanieescobar@example.com,(577) 028-9675,2025-03-30,Keratin Treatment,26,2746.75,1172,Yes,No,DaySmart,2026-02-14,5,1,504.45,2026-02-14,LIVE,2026
DS-200768,Richard Bullock,ricerobert@example.org,(722) 339-5060,2026-02-19,Facial,65,2910.98,47,Yes,Yes,DaySmart,2025-12-30,11,1,1684.17,2025-12-30,LIVE,2025
DS-200769,Kimberly Carter,joseph44@example.org,(603) 212-1054,2024-08-10,Pedicure,13,2387.3,1956,No,No,DaySmart,2025-01-30,6,0,1244.36,2025-01-30,LIVE,2025
DS-200770,Michael Hale,rachel27@example.org,(099) 267-2584,2025-08-12,Color Treatment,51,2710.69,1380,Yes,Yes,DaySmart,2022-07-27,3,0,713.53,2022-07-27,LIVE,2022
DS-200771,Scott Ortiz,josephleon@example.com,(600) 961-1876,2025-10-17,Massage,44,3419.94,731,Yes,Yes,DaySmart,2025-07-04,6,1,949.67,2025-07-04,LIVE,2025
DS-200772,Robert Keith,pgarcia@example.net,(144) 723-6001,2026-02-02,Keratin Treatment,60,4031.28,46,No,No,DaySmart,2024-11-20,9,1,1617.02,2024-11-20,LIVE,2024
DS-200773,Katie Green,belleugene@example.com,(119) 165-0817,2025-04-02,Keratin Treatment,77,4855.36,482,No,Yes,DaySmart,2025-12-22,9,2,1360.61,2025-12-22,LIVE,2025
DS-200774,Jessica Chandler,pughandrea@example.org,(691) 856-9830,2024-06-22,Color Treatment,56,3734.91,1208,Yes,Yes,DaySmart,2025-02-15,5,0,900.14,2025-02-15,LIVE,2025
DS-200775,Gary Vaughn,timothycobb@example.net,(476) 100-7548,2026-03-05,Pedicure,30,4640.49,947,Yes,Yes,DaySmart,2025-04-16,12,3,1364.35,2025-04-16,LIVE,2025
DS-200776,Edward Baker,joseph10@example.net,(981) 527-0192,2025-11-17,Massage,51,1837.3,1598,Yes,No,DaySmart,2025-06-03,5,0,911.43,2025-06-03,LIVE,2025
DS-200777,Jessica York,wilcoxlinda@example.net,(029) 476-3340,2026-03-08,Manicure,13,4880.94,1563,No,No,DaySmart,2023-08-05,4,1,890.3,2023-08-05,LIVE,2023
DS-200778,Kiara Snyder,tiffanywalker@example.org,(100) 125-3515,2025-12-21,Color Treatment,2,767.72,1113,Yes,No,DaySmart,2026-02-11,10,2,1627.11,2026-02-11,LIVE,2026
DS-200779,Eddie Munoz,umacdonald@example.org,(703) 037-8971,2024-08-06,Manicure,1,3673.1,1615,No,Yes,DaySmart,2025-10-21,6,0,1036.6,2025-10-21,LIVE,2025
DS-200780,Heather Randolph,sramirez@example.com,(056) 059-4102,2024-12-17,Haircut,74,4747.35,758,No,No,DaySmart,2025-06-25,11,6,2125.82,2025-06-25,LIVE,2025
DS-200781,Johnathan Smith,emclean@example.net,(394) 619-9110,2024-07-13,Consultation,28,2480.48,236,No,No,DaySmart,2025-01-15,11,3,1636.4,2025-01-15,LIVE,2025
DS-200782,Jennifer Stephens,elizabeth08@example.net,(257) 214-2201,2025-07-16,Highlights,30,1685.06,1718,Yes,No,DaySmart,2024-10-17,6,3,882.49,2024-10-17,LIVE,2024
DS-200783,Sara Carroll,janetwagner@example.com,(422) 274-5738,2026-02-12,Consultation,40,3052.39,95,Yes,Yes,DaySmart,2025-09-11,7,1,1049.51,2025-09-11,LIVE,2025
DS-200784,Brianna Koch,hillrichard@example.com,(809) 006-5860,2025-06-25,Manicure,49,3092.99,1793,No,No,DaySmart,2025-10-16,5,0,758.83,2025-10-16,LIVE,2025
DS-200785,Richard Austin,brenda38@example.com,(635) 763-9816,2024-11-26,Blowout,70,3302.95,1735,No,Yes,DaySmart,2026-02-14,11,0,1806.33,2026-02-14,LIVE,2026
DS-200786,John Oliver,sheena04@example.net,(903) 158-2259,2026-04-04,Pedicure,22,2424.15,1586,No,Yes,DaySmart,2026-03-04,5,0,853.19,2026-03-04,LIVE,2026
DS-200787,Kelsey Navarro,arielbright@example.org,(200) 381-2370,2026-04-02,Blowout,62,3665.81,1557,Yes,Yes,DaySmart,2024-07-02,5,0,756.74,2024-07-02,LIVE,2024
DS-200788,Gary Santos,davidknapp@example.net,(549) 621-1398,2026-03-09,Facial,50,1784.41,44,Yes,No,DaySmart,2024-06-30,3,1,379.03,2024-06-30,LIVE,2024
DS-200789,Richard Williams,faulknershaun@example.org,(957) 787-1963,2025-02-18,Massage,67,2634.46,1789,Yes,Yes,DaySmart,2026-03-05,12,1,1734.05,2026-03-05,LIVE,2026
DS-200790,Christopher Hensley,mgonzalez@example.net,(489) 830-3776,2025-11-28,Manicure,70,3047.62,840,No,Yes,DaySmart,2023-01-09,2,0,366.97,2023-01-09,LIVE,2023
DS-200791,Samantha Contreras,lwerner@example.com,(274) 879-1685,2024-09-14,Color Treatment,23,957.31,673,No,Yes,DaySmart,2025-08-22,10,3,1219.84,2025-08-22,LIVE,2025
DS-200792,Stephen Johnson,laurarodriguez@example.net,(799) 161-3664,2025-04-12,Pedicure,77,2975.5,804,Yes,Yes,DaySmart,2019-04-30,1,0,280.15,2019-04-30,LIVE,2019
DS-200793,Cynthia Carter,ddavis@example.com,(269) 569-1620,2025-08-21,Massage,74,602.67,1938,Yes,Yes,DaySmart,2023-12-28,8,1,1214.67,2023-12-28,LIVE,2023
DS-200794,Corey Moore,lsuarez@example.net,(679) 937-5229,2024-06-24,Highlights,19,2186.26,1131,Yes,Yes,DaySmart,2025-08-03,12,4,1484.21,2025-08-03,LIVE,2025
DS-200795,Madison Humphrey,karen96@example.net,(272) 220-6768,2025-10-12,Keratin Treatment,68,3432.91,25,No,No,DaySmart,2012-02-05,1,1,241.41,2012-02-05,ARCHIVE,2012
DS-200796,Olivia Snyder,ryanjustin@example.com,(773) 177-3405,2025-09-14,Manicure,40,1453.37,1088,No,No,DaySmart,2024-01-07,2,1,396.81,2024-01-07,LIVE,2024
DS-200797,Samuel Roberts,hernandezkathy@example.com,(593) 021-9327,2024-09-04,Facial,50,4438.64,246,Yes,No,DaySmart,2025-11-19,2,0,346.5,2025-11-19,LIVE,2025
DS-200798,Carrie Lewis,mary74@example.org,(982) 759-7363,2025-05-31,Highlights,38,891.67,1661,Yes,No,DaySmart,2025-11-13,4,1,612.19,2025-11-13,LIVE,2025
DS-200799,Shirley Daniels,goodwinadam@example.net,(791) 124-1974,2025-09-05,Highlights,76,2082.39,991,Yes,Yes,DaySmart,2018-02-10,1,0,50.5,2018-02-10,ARCHIVE,2018
DS-200800,Francis Garza,richard74@example.net,(349) 493-5166,2026-03-23,Manicure,22,302.03,76,No,No,DaySmart,2021-04-03,5,2,872.21,2021-04-03,LIVE,2021
DS-200801,Melissa Pierce,owensmargaret@example.org,(586) 984-1483,2025-02-20,Highlights,36,3853.46,1347,Yes,Yes,DaySmart,2025-04-06,4,0,552.18,2025-04-06,LIVE,2025
DS-200802,Yolanda Anderson,jamie08@example.com,(268) 204-7011,2024-09-20,Facial,45,3903.91,110,No,No,DaySmart,2026-03-24,10,4,1419.76,2026-03-24,LIVE,2026
DS-200803,Courtney Murray,ashley84@example.org,(038) 859-1952,2026-03-19,Massage,59,4470.59,725,Yes,Yes,DaySmart,2024-02-23,11,2,1661.67,2024-02-23,LIVE,2024
DS-200804,Robert York,miguelsims@example.org,(127) 558-1625,2025-07-03,Blowout,76,2786.41,707,Yes,Yes,DaySmart,2024-08-30,4,0,603.27,2024-08-30,LIVE,2024
DS-200805,Teresa Hayes,latoya73@example.net,(769) 688-3630,2025-10-29,Blowout,11,860.58,522,Yes,Yes,DaySmart,2025-09-10,6,1,993.67,2025-09-10,LIVE,2025
DS-200806,Allison Evans,vsandoval@example.com,(531) 111-2096,2025-08-07,Pedicure,80,2249.69,135,No,Yes,DaySmart,2024-01-15,8,0,1667.88,2024-01-15,LIVE,2024
DS-200807,Ryan Perez,hcamacho@example.net,(169) 827-7977,2025-09-30,Haircut,3,1731.17,1346,No,Yes,DaySmart,2024-11-06,11,3,1361.01,2024-11-06,LIVE,2024
DS-200808,Melissa Palmer,grayconnie@example.org,(550) 286-4466,2024-10-19,Pedicure,5,4366.99,1731,Yes,Yes,DaySmart,2026-01-11,12,3,1849.22,2026-01-11,LIVE,2026
DS-200809,Amber Wise,james35@example.org,(215) 767-0706,2024-08-24,Consultation,59,2176.99,1835,No,Yes,DaySmart,2024-02-16,9,0,1944.83,2024-02-16,LIVE,2024
DS-200810,Sarah Smith,gallagherbrian@example.net,(409) 963-4232,2024-04-30,Blowout,27,810.36,288,Yes,Yes,DaySmart,2024-07-08,2,0,340.42,2024-07-08,LIVE,2024
DS-200811,Mary Cobb,donna39@example.org,(839) 619-3243,2025-11-14,Keratin Treatment,46,2389.9,21,No,No,DaySmart,2025-05-12,11,1,1840.46,2025-05-12,LIVE,2025
DS-200812,Samuel Taylor,james78@example.org,(771) 314-5201,2025-04-19,Keratin Treatment,48,2334.74,638,Yes,Yes,DaySmart,2021-03-17,1,0,117.38,2021-03-17,LIVE,2021
DS-200813,Laurie Sheppard,ricemichael@example.com,(427) 148-5816,2025-02-03,Massage,18,1263.78,911,Yes,Yes,DaySmart,2026-03-29,11,2,1773.15,2026-03-29,LIVE,2026
DS-200814,Steven Vasquez,jbailey@example.com,(448) 558-9021,2025-01-22,Facial,50,4215.36,81,No,Yes,DaySmart,2023-06-29,3,0,259.43,2023-06-29,LIVE,2023
DS-200815,Stacy Mahoney,williamssusan@example.com,(301) 875-4726,2025-12-16,Haircut,55,640.0,663,No,No,DaySmart,2025-04-23,11,0,1712.44,2025-04-23,LIVE,2025
DS-200816,Kirsten Morales,jonbrown@example.com,(520) 953-2238,2025-07-15,Pedicure,19,3137.23,1523,Yes,No,DaySmart,2025-03-21,5,0,576.28,2025-03-21,LIVE,2025
DS-200817,Robert Bennett,murphymegan@example.net,(949) 660-8103,2025-03-09,Highlights,30,2808.66,1015,Yes,Yes,DaySmart,2026-02-15,3,0,481.6,2026-02-15,LIVE,2026
DS-200818,Briana Willis,xthompson@example.com,(976) 385-8809,2025-03-07,Pedicure,55,1159.96,1655,No,No,DaySmart,2024-10-25,2,0,579.27,2024-10-25,LIVE,2024
DS-200819,Jeffrey Fowler,kendragilbert@example.org,(617) 989-9040,2025-09-12,Haircut,16,4443.67,1441,No,Yes,DaySmart,2026-02-07,7,2,532.58,2026-02-07,LIVE,2026
DS-200820,Kevin Ali,katie55@example.net,(286) 570-3116,2024-07-03,Massage,5,2244.31,591,Yes,No,DaySmart,2019-11-18,2,1,139.51,2019-11-18,LIVE,2019
DS-200821,Tammy Hicks,clarkerichard@example.org,(891) 771-3920,2025-01-01,Consultation,13,4373.79,44,No,No,DaySmart,2025-04-28,9,2,1668.92,2025-04-28,LIVE,2025
DS-200822,Elizabeth Walker,colemanaaron@example.org,(788) 123-2193,2024-07-15,Facial,33,4294.32,110,Yes,No,DaySmart,2026-01-28,8,1,1542.58,2026-01-28,LIVE,2026
DS-200823,Debbie Conner,powellangela@example.net,(706) 965-3993,2026-04-06,Manicure,68,454.09,1974,Yes,Yes,DaySmart,2014-10-13,2,1,313.3,2014-10-13,ARCHIVE,2014
DS-200824,Christian Williams,ymoore@example.org,(719) 256-4229,2024-10-04,Manicure,62,4676.56,1556,Yes,No,DaySmart,2022-12-04,5,2,824.83,2022-12-04,LIVE,2022
DS-200825,Willie Silva,stokestracey@example.org,(024) 142-3678,2024-12-16,Manicure,58,3906.98,544,Yes,No,DaySmart,2023-08-06,4,0,571.17,2023-08-06,LIVE,2023
DS-200826,Laura Gibbs,fwade@example.org,(758) 200-3089,2025-08-08,Facial,80,2637.15,1695,No,Yes,DaySmart,2026-03-25,12,2,2081.49,2026-03-25,LIVE,2026
DS-200827,Kristina Henderson,jacqueline35@example.net,(704) 391-7900,2026-01-26,Highlights,29,861.26,182,Yes,Yes,DaySmart,2025-05-09,10,2,1180.14,2025-05-09,LIVE,2025
DS-200828,Terry Joseph,destinywilson@example.net,(589) 264-2109,2024-10-17,Highlights,69,4313.41,1720,No,Yes,DaySmart,2025-05-12,12,2,2031.92,2025-05-12,LIVE,2025
DS-200829,Michael Odonnell,pateledwin@example.com,(674) 956-3128,2025-02-21,Pedicure,51,2049.24,1702,No,No,DaySmart,2024-02-03,7,2,1031.67,2024-02-03,LIVE,2024
DS-200830,Gilbert Lopez,monica82@example.net,(493) 660-9348,2024-10-06,Haircut,10,2175.32,31,Yes,Yes,DaySmart,2024-12-19,10,2,1894.21,2024-12-19,LIVE,2024
DS-200831,Cory Schwartz,susancollins@example.com,(930) 082-5072,2026-02-12,Keratin Treatment,26,4808.46,142,No,No,DaySmart,2026-03-05,9,3,1280.77,2026-03-05,LIVE,2026
DS-200832,Jerry Moore,aaron67@example.org,(643) 513-9718,2026-02-14,Keratin Treatment,4,1424.78,519,Yes,Yes,DaySmart,2025-07-22,8,1,1189.96,2025-07-22,LIVE,2025
DS-200833,Jennifer Jackson,nicholaspatrick@example.net,(430) 319-4560,2025-12-27,Manicure,15,3263.15,1036,Yes,No,DaySmart,2023-03-05,2,0,246.22,2023-03-05,LIVE,2023
DS-200834,Jon Baker,chad80@example.com,(391) 363-4227,2026-03-09,Keratin Treatment,7,4630.44,4,Yes,Yes,DaySmart,2022-08-25,5,0,746.74,2022-08-25,LIVE,2022
DS-200835,Christina Allen,greenanna@example.net,(314) 200-0077,2025-08-11,Manicure,36,2143.29,306,Yes,Yes,DaySmart,2024-08-17,1,0,227.48,2024-08-17,LIVE,2024
DS-200836,Jordan Farmer,morganstephanie@example.net,(382) 832-8477,2025-12-15,Color Treatment,11,4978.66,985,No,No,DaySmart,2026-02-03,3,0,725.06,2026-02-03,LIVE,2026
DS-200837,Walter Robles,houstondiana@example.net,(925) 335-0006,2025-12-02,Haircut,44,4903.67,1095,No,Yes,DaySmart,2025-11-03,9,2,1384.54,2025-11-03,LIVE,2025
DS-200838,David Mitchell,ashleyward@example.net,(775) 500-8208,2024-05-21,Pedicure,37,2844.52,1906,No,No,DaySmart,2024-06-09,1,1,289.05,2024-06-09,LIVE,2024
DS-200839,Andre Valdez,brooke37@example.org,(404) 577-7558,2025-09-24,Haircut,14,244.23,1075,Yes,Yes,DaySmart,2022-06-14,4,0,672.97,2022-06-14,LIVE,2022
DS-200840,Jessica Richardson,morganjoshua@example.org,(234) 749-4574,2024-08-08,Keratin Treatment,8,2057.42,1304,No,Yes,DaySmart,2024-03-25,5,0,748.98,2024-03-25,LIVE,2024
DS-200841,Natalie Reed,who@example.com,(580) 143-2705,2026-01-11,Consultation,20,1166.4,692,Yes,No,DaySmart,2022-02-22,4,0,704.16,2022-02-22,LIVE,2022
DS-200842,Melissa Li,tmccarthy@example.net,(413) 873-2075,2024-09-04,Massage,74,4772.27,1280,No,No,DaySmart,2020-03-29,1,0,116.13,2020-03-29,LIVE,2020
DS-200843,Blake Hoover,rhodessherry@example.com,(143) 673-0020,2026-03-24,Facial,6,4868.29,360,No,No,DaySmart,2026-02-16,11,1,2119.83,2026-02-16,LIVE,2026
DS-200844,Erika Wilson,calderonrebecca@example.com,(865) 988-3085,2024-10-20,Manicure,59,3720.58,332,No,Yes,DaySmart,2025-10-26,8,0,1334.06,2025-10-26,LIVE,2025
DS-200845,Deborah Saunders,bullockdouglas@example.com,(762) 939-1455,2025-01-03,Facial,33,3907.18,1075,No,No,DaySmart,2020-05-11,4,0,859.42,2020-05-11,LIVE,2020
DS-200846,Robert Lawson,raymondelizabeth@example.com,(646) 898-8009,2025-05-01,Consultation,61,1542.24,164,No,Yes,DaySmart,2026-04-09,12,1,1698.32,2026-04-09,LIVE,2026
DS-200847,Tara Walker,deanwilliams@example.org,(360) 473-8953,2025-06-26,Highlights,57,4364.35,1558,Yes,Yes,DaySmart,2025-10-03,11,2,2371.84,2025-10-03,LIVE,2025
DS-200848,William Gutierrez,michelle90@example.net,(026) 653-5007,2025-08-11,Haircut,65,2750.68,549,Yes,Yes,DaySmart,2023-08-21,7,1,1428.26,2023-08-21,LIVE,2023
DS-200849,Richard Johnson,smithtyler@example.org,(641) 697-1460,2024-11-14,Color Treatment,67,979.53,265,No,No,DaySmart,2025-06-15,8,2,1382.39,2025-06-15,LIVE,2025
DS-200850,Roger Gates,gmahoney@example.com,(847) 509-1175,2024-09-07,Blowout,48,45.07,754,No,Yes,DaySmart,2026-03-06,1,0,226.95,2026-03-06,LIVE,2026
DS-200851,Jeffrey Hogan,keith33@example.net,(714) 958-6115,2025-12-01,Consultation,72,788.98,1217,Yes,Yes,DaySmart,2021-11-19,7,1,1354.18,2021-11-19,LIVE,2021
DS-200852,Aaron Lambert,joseph90@example.org,(953) 466-7827,2025-08-22,Consultation,8,2390.53,1254,No,Yes,DaySmart,2024-03-18,10,1,1477.99,2024-03-18,LIVE,2024
DS-200853,Joshua Porter,breyes@example.org,(150) 251-3777,2024-11-22,Facial,80,996.17,1698,Yes,Yes,DaySmart,2024-02-06,3,0,666.42,2024-02-06,LIVE,2024
DS-200854,Tony Jordan,denisestewart@example.com,(124) 954-7782,2025-07-22,Blowout,53,3064.0,569,No,No,DaySmart,2025-02-08,5,0,662.6,2025-02-08,LIVE,2025
DS-200855,Lucas Mercer,ehill@example.com,(725) 092-6542,2025-11-02,Consultation,15,2380.32,827,No,Yes,DaySmart,2023-01-26,4,1,579.44,2023-01-26,LIVE,2023
DS-200856,Roberto White,jessica27@example.org,(364) 516-4035,2024-09-12,Highlights,37,2766.41,7,Yes,No,DaySmart,2025-12-29,9,5,2101.29,2025-12-29,LIVE,2025
DS-200857,Stephen Fisher,parker22@example.org,(574) 406-3266,2025-04-06,Consultation,20,3684.26,1435,No,Yes,DaySmart,2023-12-01,9,0,1010.16,2023-12-01,LIVE,2023
DS-200858,Walter Fry,wandapeters@example.com,(758) 567-1617,2025-07-19,Color Treatment,70,136.21,60,No,Yes,DaySmart,2025-01-20,12,2,2273.2,2025-01-20,LIVE,2025
DS-200859,Sarah Stokes,erinroberts@example.net,(190) 706-1252,2025-07-05,Consultation,21,3282.57,1979,No,Yes,DaySmart,2026-01-22,12,3,1827.27,2026-01-22,LIVE,2026
DS-200860,Kelly Casey,lori32@example.net,(389) 760-4827,2025-03-30,Highlights,12,2759.74,454,No,Yes,DaySmart,2020-03-02,3,0,531.65,2020-03-02,LIVE,2020
DS-200861,Jacob Duke,michaelgross@example.net,(659) 446-4841,2024-09-10,Keratin Treatment,26,4855.55,1582,No,Yes,DaySmart,2025-01-26,12,1,2076.4,2025-01-26,LIVE,2025
DS-200862,Dale Rodriguez,merrittandrew@example.org,(337) 168-0792,2024-12-18,Color Treatment,39,2714.44,1455,Yes,Yes,DaySmart,2026-01-19,6,0,1087.65,2026-01-19,LIVE,2026
DS-200863,Richard Williams,jason85@example.com,(384) 084-7404,2025-08-19,Facial,42,1360.9,1834,No,No,DaySmart,2023-08-01,4,0,707.96,2023-08-01,LIVE,2023
DS-200864,Shawn Johnson,vickie50@example.net,(395) 987-1586,2026-02-24,Blowout,56,4617.01,1925,Yes,Yes,DaySmart,2026-02-22,5,1,545.17,2026-02-22,LIVE,2026
DS-200865,Michelle Washington,brandongonzales@example.com,(009) 973-8965,2026-01-30,Highlights,78,1529.8,1262,No,Yes,DaySmart,2024-03-08,1,0,273.23,2024-03-08,LIVE,2024
