master_id,zoho_id,daysmart_id,first_name,last_name,email,phone,last_known_appointment,archive_last_appt,archive_appt_count,archive_total_spent,archive_last_service,daysmart_status,zoho_lead_status,zerobounce_status,rule_applied,reason_archived,email_opens,email_clicks,source_system,record_type,archived_date
DS-201765,ZCR-107838,DS-201765,Whitney,Bennett,mjohnson@example.net,(440) 654-5259,2016-12-05,2010-02-23,1,228.74,Manicure,ARCHIVE,Qualified,valid,Pass,Pre-2019 last appointment,108,7,DaySmart,Matched — Both Systems,2026-04-14
DS-200138,ZCR-108055,DS-200138,Oscar,Norris,imartin@example.org,(309) 584-9825,2013-01-22,2014-02-19,2,325.44,Massage,ARCHIVE,Converted,valid,Unsubscribe Rule,Pre-2019 last appointment,33,10,DaySmart,Matched — Both Systems,2026-04-14
DS-205852,ZCR-108165,DS-205852,Luis,Robbins,cgaines@example.com,(810) 905-6546,2018-04-12,2016-11-16,2,325.81,Consultation,ARCHIVE,Working,valid,Pass,Pre-2019 last appointment,54,6,DaySmart,Matched — Both Systems,2026-04-14
DS-200798,ZCR-108407,DS-200798,Melanie,Allen,hsmith@example.com,(937) 830-6396,2018-06-02,2010-01-09,1,108.65,Keratin Treatment,ARCHIVE,Working,valid,Pass,Pre-2019 last appointment,118,32,DaySmart,Matched — Both Systems,2026-04-14
DS-205218,ZCR-108474,DS-205218,Regina,Nelson,david42@example.com,(939) 768-4849,2013-08-25,2016-08-18,3,298.15,Massage,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,73,47,DaySmart,Matched — Both Systems,2026-04-14
DS-201567,ZCR-108516,DS-201567,Erin,Wilson,mmoore@example.net,(032) 234-7714,2016-04-07,2010-12-17,1,210.34,Facial,ARCHIVE,Working,valid,Pass,Pre-2019 last appointment,31,4,DaySmart,Matched — Both Systems,2026-04-14
DS-203701,ZCR-108523,DS-203701,Deanna,Nichols,ngrant@example.com,(172) 635-2882,2011-11-29,2014-07-22,2,488.38,Manicure,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,8,2,DaySmart,Matched — Both Systems,2026-04-14
DS-205719,ZCR-108707,DS-205719,Andrew,Ferguson,aanderson@example.net,(929) 031-8813,2016-07-05,2018-08-22,1,42.85,Pedicure,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,102,11,DaySmart,Matched — Both Systems,2026-04-14
DS-202859,ZCR-108710,DS-202859,Shannon,Sanders,rbrown@example.net,(187) 171-0459,2013-01-11,,0,0.0,,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,119,49,DaySmart,Matched — Both Systems,2026-04-14
DS-205294,ZCR-108731,DS-205294,Phillip,Mason,christopher18@example.com,(381) 243-8311,2018-08-01,2017-08-27,3,624.12,Massage,ARCHIVE,Working,catch-all,Unsubscribe Rule,Pre-2019 last appointment,72,39,DaySmart,Matched — Both Systems,2026-04-14
DS-207259,ZCR-108875,DS-207259,Jesus,Ford,barbara85@example.net,(821) 781-0517,2015-07-05,,0,0.0,,ARCHIVE,Converted,valid,Unsubscribe Rule,Pre-2019 last appointment,44,4,DaySmart,Matched — Both Systems,2026-04-14
DS-203937,ZCR-109068,DS-203937,Karen,Mcbride,michaelwilson@example.com,(885) 018-2999,2018-04-14,2018-01-11,3,347.33,Massage,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,33,16,DaySmart,Matched — Both Systems,2026-04-14
DS-200025,ZCR-109154,DS-200025,Billy,Mitchell,matthew81@example.org,(236) 231-6658,2013-07-10,2018-11-22,4,792.99,Keratin Treatment,ARCHIVE,Working,valid,Pass,Pre-2019 last appointment,50,48,DaySmart,Matched — Both Systems,2026-04-14
DS-206726,ZCR-109228,DS-206726,Ricardo,Garcia,uharris@example.org,(188) 360-5053,2013-09-04,,0,0.0,,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,81,34,DaySmart,Matched — Both Systems,2026-04-14
DS-204248,ZCR-109354,DS-204248,Jennifer,Huff,fwilkerson@example.com,(687) 041-1516,2018-09-26,2018-03-23,4,212.58,Manicure,ARCHIVE,Working,valid,Pass,Pre-2019 last appointment,79,6,DaySmart,Matched — Both Systems,2026-04-14
DS-206761,ZCR-109365,DS-206761,William,Taylor,fjackson@example.com,(265) 116-5975,2011-08-26,2018-06-30,2,191.19,Manicure,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,39,32,DaySmart,Matched — Both Systems,2026-04-14
DS-205440,ZCR-109478,DS-205440,Diane,Hicks,michael21@example.org,(294) 435-4006,2018-03-06,2017-10-20,2,242.03,Consultation,ARCHIVE,Qualified,unknown,Pass,Pre-2019 last appointment,95,32,DaySmart,Matched — Both Systems,2026-04-14
DS-205237,ZCR-109623,DS-205237,David,Keller,xmurphy@example.org,(446) 220-3699,2010-04-25,2011-12-18,1,132.76,Blowout,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,115,54,DaySmart,Matched — Both Systems,2026-04-14
DS-204855,ZCR-109669,DS-204855,Colleen,Jones,stephanie65@example.com,(680) 178-2926,2016-01-23,,0,0.0,,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,74,27,DaySmart,Matched — Both Systems,2026-04-14
DS-202076,ZCR-109674,DS-202076,Andrew,Bernard,alyssa06@example.net,(483) 681-6723,2011-04-15,,0,0.0,,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,81,37,DaySmart,Matched — Both Systems,2026-04-14
DS-203578,ZCR-109806,DS-203578,Ryan,Brown,thomasnelson@example.com,(464) 225-5922,2015-08-26,2012-03-04,2,320.63,Keratin Treatment,ARCHIVE,Qualified,valid,Pass,Pre-2019 last appointment,43,4,DaySmart,Matched — Both Systems,2026-04-14
DS-200371,ZCR-109823,DS-200371,Samuel,Martin,wmitchell@example.net,(214) 764-9251,2012-04-11,2018-12-05,3,635.08,Blowout,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,68,2,DaySmart,Matched — Both Systems,2026-04-14
DS-200651,ZCR-109862,DS-200651,Tina,Murphy,sarah33@example.com,(264) 335-0271,2014-12-18,,0,0.0,,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,77,32,DaySmart,Matched — Both Systems,2026-04-14
DS-200994,ZCR-109874,DS-200994,Mary,Jones,udavis@example.net,(124) 139-3696,2018-10-28,2016-08-11,3,374.64,Consultation,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,46,16,DaySmart,Matched — Both Systems,2026-04-14
DS-200128,ZCR-110066,DS-200128,Mr.,David Hopkins DDS,mjones@example.com,(968) 868-0589,2013-08-09,2018-06-25,3,425.84,Consultation,ARCHIVE,Qualified,unknown,Pass,Pre-2019 last appointment,53,51,DaySmart,Matched — Both Systems,2026-04-14
DS-206970,ZCR-110142,DS-206970,Marvin,Lee,kimberlylong@example.org,(585) 440-9779,2017-10-12,2015-03-08,3,326.16,Haircut,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,56,31,DaySmart,Matched — Both Systems,2026-04-14
DS-206507,ZCR-110169,DS-206507,Brooke,Hoffman,jessica75@example.com,(668) 146-1704,2010-09-24,2017-01-19,5,939.13,Haircut,ARCHIVE,New,valid,Pass,Pre-2019 last appointment,84,58,DaySmart,Matched — Both Systems,2026-04-14
DS-202199,ZCR-110415,DS-202199,Jeffrey,Gregory,christophertorres@example.net,(594) 568-1508,2014-12-27,2011-11-11,1,96.99,Facial,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,2,2,DaySmart,Matched — Both Systems,2026-04-14
DS-202273,ZCR-110564,DS-202273,Alexander,Green,dcooper@example.org,(618) 910-9531,2011-01-27,2018-07-10,1,91.64,Massage,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,40,27,DaySmart,Matched — Both Systems,2026-04-14
DS-202191,ZCR-110583,DS-202191,Michelle,Smith,yclay@example.com,(937) 590-4479,2015-09-04,2015-12-27,3,292.35,Haircut,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,43,28,DaySmart,Matched — Both Systems,2026-04-14
DS-202192,ZCR-110730,DS-202192,Samantha,Brown,fsmith@example.net,(890) 276-4513,2018-09-10,2015-08-07,2,317.17,Color Treatment,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,54,45,DaySmart,Matched — Both Systems,2026-04-14
DS-203974,ZCR-110866,DS-203974,Nicole,Lawrence,qadams@example.net,(085) 228-6198,2016-03-10,2016-11-08,1,158.3,Color Treatment,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,89,51,DaySmart,Matched — Both Systems,2026-04-14
DS-201174,ZCR-110899,DS-201174,Joanne,Lopez,hsmith@example.org,(482) 084-9315,2010-03-21,2018-12-14,7,645.72,Blowout,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,89,32,DaySmart,Matched — Both Systems,2026-04-14
DS-205969,ZCR-111040,DS-205969,Shannon,Davis,ywilliams@example.net,(384) 868-1747,2018-01-05,2017-12-07,1,194.07,Manicure,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,108,50,DaySmart,Matched — Both Systems,2026-04-14
DS-202746,ZCR-111264,DS-202746,Susan,Roach,nclark@example.org,(270) 289-9666,2018-12-20,2016-06-04,2,219.58,Facial,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,92,5,DaySmart,Matched — Both Systems,2026-04-14
DS-200659,ZCR-111397,DS-200659,Kevin,Black,kathleen25@example.com,(529) 060-3202,2015-07-18,2017-08-28,5,807.86,Haircut,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,103,4,DaySmart,Matched — Both Systems,2026-04-14
DS-203226,ZCR-111405,DS-203226,Tara,Martinez,kwilliams@example.net,(667) 885-1682,2010-02-20,2014-11-01,3,396.5,Haircut,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,21,7,DaySmart,Matched — Both Systems,2026-04-14
DS-202147,ZCR-111527,DS-202147,Jessica,Jackson,jsmith@example.net,(924) 662-5760,2011-01-06,2018-05-06,1,248.96,Manicure,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,110,40,DaySmart,Matched — Both Systems,2026-04-14
DS-201495,ZCR-111572,DS-201495,Maria,Turner,pgordon@example.net,(554) 042-3169,2014-05-24,2012-01-30,1,221.36,Highlights,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,59,33,DaySmart,Matched — Both Systems,2026-04-14
DS-206482,ZCR-111629,DS-206482,Joshua,Wright,jennifer18@example.com,(767) 774-4172,2010-12-02,2018-05-01,4,795.28,Manicure,ARCHIVE,New,valid,Unsubscribe Rule,Pre-2019 last appointment,91,22,DaySmart,Matched — Both Systems,2026-04-14
DS-207816,ZCR-111750,DS-207816,Jesus,Ramirez,jonesscott@example.org,(575) 991-8066,2011-08-13,2014-02-20,1,219.75,Massage,ARCHIVE,Unqualified,catch-all,Pass,Pre-2019 last appointment,87,18,DaySmart,Matched — Both Systems,2026-04-14
DS-203928,ZCR-111775,DS-203928,David,Hanson,jason99@example.net,(909) 547-1774,2018-12-29,2017-09-16,5,594.01,Haircut,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,114,18,DaySmart,Matched — Both Systems,2026-04-14
DS-206291,ZCR-111844,DS-206291,Andrew,Wilkins,kelly43@example.com,(755) 437-0695,2016-09-02,2016-11-01,1,240.19,Massage,ARCHIVE,Converted,valid,Unsubscribe Rule,Pre-2019 last appointment,32,17,DaySmart,Matched — Both Systems,2026-04-14
DS-204075,ZCR-112082,DS-204075,William,Combs,johnsonemily@example.net,(208) 235-0968,2012-01-12,2016-06-14,2,195.91,Highlights,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,13,8,DaySmart,Matched — Both Systems,2026-04-14
DS-201700,ZCR-112119,DS-201700,Heather,Willis,qhudson@example.org,(666) 048-5312,2016-03-16,2014-01-04,1,195.25,Highlights,ARCHIVE,Converted,catch-all,Pass,Pre-2019 last appointment,1,1,DaySmart,Matched — Both Systems,2026-04-14
DS-201480,ZCR-112158,DS-201480,Kimberly,Hunter,usmith@example.org,(028) 745-1202,2016-08-31,,0,0.0,,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,69,46,DaySmart,Matched — Both Systems,2026-04-14
DS-203926,ZCR-112212,DS-203926,Robert,Nguyen,dberry@example.net,(206) 474-0550,2015-09-25,2017-01-10,2,182.97,Consultation,ARCHIVE,Qualified,valid,Unsubscribe Rule,Pre-2019 last appointment,35,15,DaySmart,Matched — Both Systems,2026-04-14
DS-207754,ZCR-112276,DS-207754,Dr.,Richard Bennett,jessica04@example.net,(969) 595-7146,2011-11-18,2018-04-20,4,543.28,Keratin Treatment,ARCHIVE,Unqualified,valid,Pass,Pre-2019 last appointment,38,32,DaySmart,Matched — Both Systems,2026-04-14
DS-200980,ZCR-112363,DS-200980,Jodi,Gutierrez,rperez@example.org,(081) 785-2211,2011-02-14,,0,0.0,,ARCHIVE,Working,valid,Unsubscribe Rule,Pre-2019 last appointment,57,13,DaySmart,Matched — Both Systems,2026-04-14
DS-205935,ZCR-112401,DS-205935,Anthony,Perez,julie65@example.net,(841) 069-2276,2011-12-16,2017-10-12,1,249.37,Facial,ARCHIVE,Unqualified,valid,Unsubscribe Rule,Pre-2019 last appointment,16,14,DaySmart,Matched — Both Systems,2026-04-14
DS-206668,ZCR-112622,DS-206668,Elizabeth,Estrada,annette63@example.com,(841) 519-1504,2017-03-16,2017-04-20,3,326.45,Haircut,ARCHIVE,New,valid,Pass,Pre-2019 last appointment,26,2,DaySmart,Matched — Both Systems,2026-04-14
DS-205855,ZCR-112624,DS-205855,Rebecca,Rodriguez,nicholas19@example.net,(334) 846-3700,2010-04-05,2017-02-04,4,500.77,Haircut,ARCHIVE,Qualified,catch-all,Unsubscribe Rule,Pre-2019 last appointment,74,58,DaySmart,Matched — Both Systems,2026-04-14
DS-207578,ZCR-112670,DS-207578,Joyce,Hill,vjackson@example.net,(089) 020-1708,2013-08-12,2010-09-18,1,245.53,Highlights,ARCHIVE,Converted,valid,Pass,Pre-2019 last appointment,48,17,DaySmart,Matched — Both Systems,2026-04-14
DS-200005,,DS-200005,Heidi,Osborn,williamdavis@example.org,(122) 691-6697,2014-04-06,,0,0.0,,ARCHIVE,,unknown,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200011,,DS-200011,Angela,Morton,williamsyvette@example.org,(132) 677-3602,2018-06-03,2014-06-20,3,432.03,Massage,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200012,,DS-200012,Jordan,Henderson,smoore@example.org,(098) 050-0978,2015-09-11,2018-06-07,5,821.86,Keratin Treatment,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200015,,DS-200015,Roy,Warner,contrerasangela@example.net,(124) 118-2449,2017-09-26,2015-05-19,3,480.07,Consultation,ARCHIVE,,catch-all,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200017,,DS-200017,Kimberly,Davenport,russellwilliams@example.com,(053) 315-8692,2013-09-15,2018-02-06,2,104.24,Manicure,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200018,,DS-200018,Cassandra,Gutierrez,jillcook@example.com,(342) 160-7337,2012-02-19,2017-12-27,3,438.33,Blowout,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200029,,DS-200029,Brian,Gould,xlyons@example.com,(299) 124-1904,2010-07-28,2010-04-25,1,163.57,Color Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200030,,DS-200030,Christina,Vargas,curtisbarton@example.net,(919) 058-6518,2016-03-09,2018-10-04,2,289.57,Consultation,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200032,,DS-200032,Dana,Marshall,frogers@example.com,(273) 545-4948,2014-07-23,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200033,,DS-200033,Katherine,Chang,fbrewer@example.com,(014) 363-4957,2018-03-30,2018-01-06,4,954.28,Massage,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200034,,DS-200034,Heather,Chavez,john13@example.com,(182) 337-4989,2015-03-01,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200035,,DS-200035,Christopher,Smith,joshuamccann@example.net,(427) 109-4777,2013-02-17,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200037,,DS-200037,Joanna,Ramos,ntorres@example.org,(913) 341-2328,2012-02-18,2011-07-23,1,150.47,Facial,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200048,,DS-200048,David,Jenkins,georgemiller@example.com,(937) 923-7474,2016-07-20,2017-04-26,2,356.3,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200050,,DS-200050,Ronald,Foster,knightgina@example.net,(097) 439-5339,2014-07-15,2013-05-02,3,141.46,Facial,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200052,,DS-200052,Christopher,Sloan,scoffey@example.net,(517) 123-6851,2014-09-23,2015-01-24,2,291.42,Facial,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200054,,DS-200054,Tracy,Torres,pwilson@example.net,(267) 586-9261,2018-08-08,2018-03-24,2,397.13,Consultation,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200056,,DS-200056,Richard,Sanchez,kristinharris@example.net,(393) 352-9042,2017-09-03,2010-03-27,1,250.99,Blowout,ARCHIVE,,catch-all,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200059,,DS-200059,Erika,Vang,shawn96@example.org,(183) 673-6576,2010-12-21,2014-02-09,1,176.77,Haircut,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200061,,DS-200061,Jenny,Moon,schmittcaroline@example.com,(198) 327-3158,2010-12-17,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200062,,DS-200062,Sarah,Villegas,lynchdiane@example.net,(402) 445-5022,2011-01-17,2017-04-02,5,867.45,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200063,,DS-200063,Amanda,Reese,nicholaschavez@example.org,(545) 991-0229,2016-03-04,2016-05-19,2,159.37,Facial,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200068,,DS-200068,Trevor,Burton,wwebster@example.net,(799) 552-7177,2013-05-29,2015-03-11,2,191.41,Blowout,ARCHIVE,,unknown,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200069,,DS-200069,Benjamin,Murray,brownmarie@example.org,(199) 867-9807,2013-05-02,2016-11-12,4,797.09,Haircut,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200084,,DS-200084,Jerry,Watson,khines@example.org,(856) 543-1027,2017-11-28,2015-07-30,4,370.97,Facial,ARCHIVE,,catch-all,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200086,,DS-200086,Tammy,Little,william13@example.org,(370) 589-5782,2017-04-15,,0,0.0,,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200088,,DS-200088,Elizabeth,Martin,michaeleverett@example.com,(143) 842-4981,2010-04-29,2011-12-03,1,251.0,Pedicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200089,,DS-200089,Matthew,Le,megan90@example.org,(109) 439-6907,2012-01-08,2012-11-13,1,21.59,Color Treatment,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200091,,DS-200091,Vanessa,Anderson,zachary15@example.org,(714) 732-1046,2013-05-10,2017-10-15,3,493.72,Blowout,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200093,,DS-200093,Stephen,Pena MD,booneryan@example.com,(565) 060-9835,2012-07-31,2017-12-25,5,518.48,Blowout,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200096,,DS-200096,Veronica,Silva,carlsonjoseph@example.net,(993) 097-2896,2011-04-17,2016-07-19,3,319.7,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200097,,DS-200097,Ashley,Smith,robert63@example.com,(897) 028-3857,2010-02-27,2016-09-23,3,445.94,Consultation,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200098,,DS-200098,Gloria,Gomez,chelsea33@example.com,(843) 443-7575,2011-03-20,2018-07-19,2,252.37,Massage,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200099,,DS-200099,Kenneth,Daniels,xcardenas@example.org,(404) 157-4733,2017-11-11,2015-11-26,1,121.63,Color Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200102,,DS-200102,Tammy,Mcdowell,evanscarrie@example.com,(478) 872-8743,2014-02-13,2014-12-28,2,511.62,Manicure,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200107,,DS-200107,Joel,Roman,fosterlisa@example.net,(391) 065-1801,2017-05-22,2017-02-04,1,59.85,Manicure,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200108,,DS-200108,Martin,Daniel,ybrooks@example.com,(661) 825-1286,2010-10-29,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200122,,DS-200122,Billy,Jacobs,unovak@example.org,(477) 358-6629,2010-12-27,2015-02-01,1,133.95,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200123,,DS-200123,Michelle,Miller,normanbowers@example.org,(655) 110-4754,2012-06-26,2016-10-14,4,310.92,Keratin Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200124,,DS-200124,Kayla,Garcia,gomezchristopher@example.net,(560) 466-1839,2017-03-28,2016-04-20,1,146.76,Blowout,ARCHIVE,,catch-all,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200125,,DS-200125,Derrick,Thomas,ryanfisher@example.com,(154) 379-9371,2017-01-16,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200131,,DS-200131,Jodi,Jones,patrickdarin@example.com,(123) 828-2586,2017-05-13,2017-06-26,2,175.14,Manicure,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200132,,DS-200132,Martin,Reynolds,mclaughlinnicole@example.com,(966) 033-4191,2010-12-14,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200135,,DS-200135,Zoe,Peters,lroberts@example.com,(790) 507-2368,2011-11-10,2016-07-17,5,865.8,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200137,,DS-200137,Samantha,Richardson,wolfscott@example.org,(613) 407-4517,2018-12-26,2017-10-16,1,253.02,Keratin Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200144,,DS-200144,Megan,Jones,bishopfrank@example.com,(326) 973-1121,2010-10-05,2015-12-10,3,653.12,Color Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200147,,DS-200147,Austin,Baker,livingstonstacy@example.com,(848) 666-1889,2015-02-18,2016-01-19,1,164.41,Color Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200153,,DS-200153,Kimberly,Flynn,adamortiz@example.org,(850) 506-4138,2017-08-09,2016-06-27,2,346.04,Blowout,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200156,,DS-200156,Hunter,Townsend,qparker@example.org,(124) 903-5213,2012-05-28,,0,0.0,,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200158,,DS-200158,Maria,Aguilar,samantha10@example.org,(372) 151-0702,2017-11-08,2018-06-16,4,545.15,Color Treatment,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200160,,DS-200160,Stephen,Fox,mayokimberly@example.com,(787) 598-5642,2010-10-30,2013-03-07,1,45.36,Massage,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200165,,DS-200165,Tiffany,Fry,xrosales@example.net,(029) 593-9172,2015-06-02,2018-03-03,2,438.32,Color Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200167,,DS-200167,Ashley,Mendoza,franciscojones@example.org,(405) 411-5262,2015-10-11,2014-06-02,2,361.7,Pedicure,ARCHIVE,,valid,Pass,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200171,,DS-200171,Antonio,Goodwin,millermaurice@example.net,(693) 806-8687,2018-02-27,,0,0.0,,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
DS-200175,,DS-200175,Shawn,Vaughn,reesesamantha@example.com,(054) 447-1324,2018-04-17,2017-01-01,1,260.68,Keratin Treatment,ARCHIVE,,valid,Unsubscribe Rule,Pre-2019 last appointment,0,0,DaySmart,DaySmart Only,2026-04-14
